_id,,anime_id,name,genre,rating,members,image_url,__v
66f1a8bb19e27ddfaa8286e1,0,32281,Kimi no Na wa.,"Drama, Romance, School, Supernatural",9.37,200630,https://cdn.myanimelist.net/images/anime/5/87048.jpg,1
66f1a8bb19e27ddfaa8286e2,1,5114,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",9.26,793665,https://cdn.myanimelist.net/images/anime/1208/94745.jpg,1
66f1a8bb19e27ddfaa8286e3,2,28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.25,114262,https://cdn.myanimelist.net/images/anime/3/72078.jpg,1
66f1a8bb19e27ddfaa8286e4,3,9253,Steins;Gate,"Sci-Fi, Thriller",9.17,673572,https://cdn.myanimelist.net/images/anime/1935/127974.jpg,1
66f1a8bb19e27ddfaa8286e5,4,9969,Gintama&#039;,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.16,151266,https://cdn.myanimelist.net/images/anime/4/50361.jpg,1
66f1a8bb19e27ddfaa8286e6,5,32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",9.15,93351,https://cdn.myanimelist.net/images/anime/7/81992.jpg,1
66f1a8bb19e27ddfaa8286e7,6,11061,Hunter x Hunter (2011),"Action, Adventure, Shounen, Super Power",9.13,425855,https://cdn.myanimelist.net/images/anime/1337/99013.jpg,1
66f1a8bb19e27ddfaa8286e8,7,820,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space",9.11,80679,https://cdn.myanimelist.net/images/anime/1976/142016.jpg,1
66f1a8bb19e27ddfaa8286e9,8,15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.1,72534,https://cdn.myanimelist.net/images/anime/10/51723.jpg,1
66f1a8bb19e27ddfaa8286ea,9,15417,Gintama&#039;: Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.11,81109,https://cdn.myanimelist.net/images/anime/1452/123686.jpg,1
66f1a8bb19e27ddfaa8286eb,10,4181,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",9.06,456749,https://cdn.myanimelist.net/images/anime/1299/110774.jpg,1
66f1a8bb19e27ddfaa8286ec,11,28851,Koe no Katachi,"Drama, School, Shounen",9.05,102733,https://cdn.myanimelist.net/images/anime/1122/96435.jpg,1
66f1a8bb19e27ddfaa8286ed,12,918,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.04,336376,https://cdn.myanimelist.net/images/anime/10/73274.jpg,1
66f1a8bb19e27ddfaa8286ee,13,2904,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",8.98,572888,https://cdn.myanimelist.net/images/anime/1088/135089.jpg,1
66f1a8bb19e27ddfaa8286ef,14,28891,Haikyuu!! Second Season,"Comedy, Drama, School, Shounen, Sports",8.93,179342,https://cdn.myanimelist.net/images/anime/9/76662.jpg,1
66f1a8bb19e27ddfaa8286f0,15,199,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",8.93,466254,https://cdn.myanimelist.net/images/anime/6/79597.jpg,1
66f1a8bb19e27ddfaa8286f1,16,23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",8.92,416397,https://cdn.myanimelist.net/images/anime/1405/143284.jpg,1
66f1a8bb19e27ddfaa8286f2,17,24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.88,75894,https://cdn.myanimelist.net/images/anime/9/68095.jpg,1
66f1a8bb19e27ddfaa8286f3,18,12355,Ookami Kodomo no Ame to Yuki,"Fantasy, Slice of Life",8.84,226193,https://cdn.myanimelist.net/images/anime/9/35721.jpg,1
66f1a8bb19e27ddfaa8286f4,19,1575,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",8.83,715151,https://cdn.myanimelist.net/images/anime/1032/135088.jpg,1
66f1a8bb19e27ddfaa8286f5,20,263,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",8.83,157670,https://cdn.myanimelist.net/images/anime/4/86334.jpg,1
66f1a8bb19e27ddfaa8286f6,21,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",8.83,129307,https://cdn.myanimelist.net/images/anime/1656/137618.jpg,1
66f1a8bb19e27ddfaa8286f7,22,1,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",8.82,486824,https://cdn.myanimelist.net/images/anime/4/19644.jpg,1
66f1a8bb19e27ddfaa8286f8,23,30276,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",8.82,552458,https://cdn.myanimelist.net/images/anime/12/76049.jpg,1
66f1a8bb19e27ddfaa8286f9,24,164,Mononoke Hime,"Action, Adventure, Fantasy",8.81,339556,https://cdn.myanimelist.net/images/anime/7/75919.jpg,1
66f1a8bb19e27ddfaa8286fa,25,7311,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",8.81,240297,https://cdn.myanimelist.net/images/anime/1248/112352.jpg,1
66f1a8bb19e27ddfaa8286fb,26,17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",8.8,205959,https://cdn.myanimelist.net/images/anime/1807/121534.jpg,1
66f1a8bb19e27ddfaa8286fc,27,21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.8,101351,https://cdn.myanimelist.net/images/anime/13/58533.jpg,1
66f1a8bb19e27ddfaa8286fd,28,457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.78,300030,https://cdn.myanimelist.net/images/anime/2/73862.jpg,1
66f1a8bb19e27ddfaa8286fe,29,2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",8.78,562962,https://cdn.myanimelist.net/images/anime/4/5123.jpg,1
66f1a8bb19e27ddfaa8286ff,30,245,Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",8.77,268487,https://cdn.myanimelist.net/images/anime/13/11460.jpg,1
66f1a8bb19e27ddfaa828700,31,32983,Natsume Yuujinchou Go,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",8.76,38865,https://cdn.myanimelist.net/images/anime/11/81755.jpg,1
66f1a8bb19e27ddfaa828701,32,5258,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",8.75,88995,https://cdn.myanimelist.net/images/anime/8/56617.jpg,1
66f1a8bb19e27ddfaa828702,33,28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.75,32266,https://cdn.myanimelist.net/images/anime/9/72689.jpg,1
66f1a8bb19e27ddfaa828703,34,11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",8.75,98431,https://cdn.myanimelist.net/images/anime/3/37449.jpg,1
66f1a8bb19e27ddfaa828704,35,431,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",8.74,333186,https://cdn.myanimelist.net/images/anime/1470/138723.jpg,1
66f1a8bb19e27ddfaa828705,36,11741,Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller",8.73,340973,https://cdn.myanimelist.net/images/anime/1522/117645.jpg,1
66f1a8bb19e27ddfaa828706,37,31757,Kizumonogatari II: Nekketsu-hen,"Action, Mystery, Supernatural, Vampire",8.73,34347,https://cdn.myanimelist.net/images/anime/1981/112812.jpg,1
66f1a8bb19e27ddfaa828707,38,19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",8.72,247562,https://cdn.myanimelist.net/images/anime/10/18793.jpg,1
66f1a8bb19e27ddfaa828708,39,12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",8.71,133620,https://cdn.myanimelist.net/images/anime/6/41845.jpg,1
66f1a8bb19e27ddfaa828709,40,1535,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",8.71,1013917,https://cdn.myanimelist.net/images/anime/1079/138100.jpg,1
66f1a8bb19e27ddfaa82870a,41,32366,Gintama°: Aizome Kaori-hen,"Comedy, Parody",8.69,16947,https://cdn.myanimelist.net/images/anime/1962/133573.jpg,1
66f1a8bb19e27ddfaa82870b,42,30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",8.68,176475,https://cdn.myanimelist.net/images/anime/8/77966.jpg,1
66f1a8bb19e27ddfaa82870c,43,20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",8.68,284498,https://cdn.myanimelist.net/images/anime/7/76014.jpg,1
66f1a8bb19e27ddfaa82870d,44,19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",8.68,66756,https://cdn.myanimelist.net/images/anime/6/56147.jpg,1
66f1a8bb19e27ddfaa82870e,45,4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",8.68,111074,https://cdn.myanimelist.net/images/anime/4/75851.jpg,1
66f1a8bb19e27ddfaa82870f,46,10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",8.67,102322,https://cdn.myanimelist.net/images/anime/8/82394.jpg,1
66f1a8bb19e27ddfaa828710,47,22135,Ping Pong The Animation,"Psychological, Seinen, Sports",8.67,97187,https://cdn.myanimelist.net/images/anime/10/58041.jpg,1
66f1a8bb19e27ddfaa828711,48,21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.66,49036,https://cdn.myanimelist.net/images/anime/10/59315.jpg,1
66f1a8bb19e27ddfaa828712,49,31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",8.65,402381,https://cdn.myanimelist.net/images/anime/10/77957.jpg,1
66f1a8bb19e27ddfaa828713,50,7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",8.65,122531,https://cdn.myanimelist.net/images/anime/1633/123689.jpg,1
66f1a8bb19e27ddfaa828714,51,3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",8.64,56162,https://cdn.myanimelist.net/images/anime/1431/132867.jpg,1
66f1a8bb19e27ddfaa828715,52,30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",8.64,33422,https://cdn.myanimelist.net/images/anime/3/81250.jpg,1
66f1a8bb19e27ddfaa828716,53,6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",8.64,139474,https://cdn.myanimelist.net/images/anime/9/72697.jpg,1
66f1a8bb19e27ddfaa828717,54,31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",8.64,355839,https://cdn.myanimelist.net/images/anime/1522/128039.jpg,1
66f1a8bb19e27ddfaa828718,55,4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",8.64,82253,https://cdn.myanimelist.net/images/anime/12/19698.jpg,1
66f1a8bb19e27ddfaa828719,56,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",8.64,114173,https://cdn.myanimelist.net/images/anime/4/79738.jpg,1
66f1a8bb19e27ddfaa82871a,57,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",8.62,463835,https://cdn.myanimelist.net/images/anime/5/79697.jpg,1
66f1a8bb19e27ddfaa82871b,58,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",8.62,184525,https://cdn.myanimelist.net/images/anime/4/68299.jpg,1
66f1a8bb19e27ddfaa82871c,59,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",8.61,192424,https://cdn.myanimelist.net/images/anime/1611/112806.jpg,1
66f1a8bb19e27ddfaa82871d,60,10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",8.61,197439,https://cdn.myanimelist.net/images/anime/1599/112267.jpg,1
66f1a8bb19e27ddfaa82871e,61,28171,Shokugeki no Souma,"Ecchi, School, Shounen",8.61,348951,https://cdn.myanimelist.net/images/anime/3/72943.jpg,1
66f1a8bb19e27ddfaa82871f,62,32995,Yuri!!! on Ice,"Comedy, Sports",8.61,103178,https://cdn.myanimelist.net/images/anime/6/81149.jpg,1
66f1a8bb19e27ddfaa828720,63,21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",8.6,11104,https://cdn.myanimelist.net/images/anime/1172/90571.jpg,1
66f1a8bb19e27ddfaa828721,64,26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",8.6,93657,https://cdn.myanimelist.net/images/anime/11/75045.jpg,1
66f1a8bb19e27ddfaa828722,65,7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",8.59,51185,https://cdn.myanimelist.net/images/anime/4/28803.jpg,1
66f1a8bb19e27ddfaa828723,66,777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",8.59,297454,https://cdn.myanimelist.net/images/anime/1012/143965.jpg,1
66f1a8bb19e27ddfaa828724,67,22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",8.59,425457,https://cdn.myanimelist.net/images/anime/3/73178.jpg,1
66f1a8bb19e27ddfaa828725,68,28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",8.59,71295,https://cdn.myanimelist.net/images/anime/1354/124768.jpg,1
66f1a8bb19e27ddfaa828726,69,12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",8.59,72958,https://cdn.myanimelist.net/images/anime/1290/135694.jpg,1
66f1a8bb19e27ddfaa828727,70,28805,Bakemono no Ko,"Adventure, Supernatural",8.58,80825,https://cdn.myanimelist.net/images/anime/11/73540.jpg,1
66f1a8bb19e27ddfaa828728,71,578,Hotaru no Haka,"Drama, Historical",8.58,174878,https://cdn.myanimelist.net/images/anime/1485/141208.jpg,1
66f1a8bb19e27ddfaa828729,72,16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",8.58,243325,https://cdn.myanimelist.net/images/anime/9/56155.jpg,1
66f1a8bb19e27ddfaa82872a,73,5028,Major S5,"Comedy, Drama, Romance, Sports",8.58,28653,https://cdn.myanimelist.net/images/anime/9/75218.jpg,1
66f1a8bb19e27ddfaa82872b,74,21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",8.58,504862,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,1
66f1a8bb19e27ddfaa82872c,75,801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",8.57,113993,https://cdn.myanimelist.net/images/anime/1646/135390.jpg,1
66f1a8bb19e27ddfaa82872d,76,31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",8.57,74074,https://cdn.myanimelist.net/images/anime/3/79156.jpg,1
66f1a8bb19e27ddfaa82872e,77,5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",8.57,95658,https://cdn.myanimelist.net/images/anime/9/56619.jpg,1
66f1a8bb19e27ddfaa82872f,78,17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",8.57,31234,https://cdn.myanimelist.net/images/anime/13/53589.jpg,1
66f1a8bb19e27ddfaa828730,79,170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",8.56,82570,https://cdn.myanimelist.net/images/anime/12/86890.jpg,1
66f1a8bb19e27ddfaa828731,80,10162,Usagi Drop,"Josei, Slice of Life",8.56,194855,https://cdn.myanimelist.net/images/anime/1460/98853.jpg,1
66f1a8bb19e27ddfaa828732,81,18617,Girls und Panzer der Film,"Military, School",8.55,25641,https://cdn.myanimelist.net/images/anime/1776/91467.jpg,1
66f1a8bb19e27ddfaa828733,82,32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",8.55,193716,https://cdn.myanimelist.net/images/anime/8/80356.jpg,1
66f1a8bb19e27ddfaa828734,83,877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",8.55,197256,https://cdn.myanimelist.net/images/anime/2/11232.jpg,1
66f1a8bb19e27ddfaa828735,84,2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",8.54,363215,https://cdn.myanimelist.net/images/anime/3/14547.jpg,1
66f1a8bb19e27ddfaa828736,85,24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",8.54,34011,https://cdn.myanimelist.net/images/anime/8/63539.jpg,1
66f1a8bb19e27ddfaa828737,86,16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg,1
66f1a8bb19e27ddfaa828738,87,10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",8.53,151561,https://cdn.myanimelist.net/images/anime/3/34923.jpg,1
66f1a8bb19e27ddfaa828739,88,5941,Cross Game,"Comedy, Drama, Romance, School, Sports",8.53,53108,https://cdn.myanimelist.net/images/anime/6/22103.jpg,1
66f1a8bb19e27ddfaa82873a,89,30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",8.53,28864,https://cdn.myanimelist.net/images/anime/3/78606.jpg,1
66f1a8bb19e27ddfaa82873b,90,3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",8.53,182224,https://cdn.myanimelist.net/images/anime/5/74983.jpg,1
66f1a8bb19e27ddfaa82873c,91,13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",8.53,288376,https://cdn.myanimelist.net/images/anime/1549/136389.jpg,1
66f1a8bb19e27ddfaa82873d,92,12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",8.53,44223,https://cdn.myanimelist.net/images/anime/2/36607.jpg,1
66f1a8bb19e27ddfaa82873e,93,14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",8.52,86074,https://cdn.myanimelist.net/images/anime/6/47435.jpg,1
66f1a8bb19e27ddfaa82873f,94,10087,Fate/Zero,"Action, Fantasy, Supernatural",8.51,453630,https://cdn.myanimelist.net/images/anime/1887/117644.jpg,1
66f1a8bb19e27ddfaa828740,95,14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",8.51,190197,https://cdn.myanimelist.net/images/anime/3/40409.jpg,1
66f1a8bb19e27ddfaa828741,96,9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",8.51,462974,https://cdn.myanimelist.net/images/anime/11/55225.jpg,1
66f1a8bb19e27ddfaa828742,97,10165,Nichijou,"Comedy, School, Slice of Life",8.52,254436,https://cdn.myanimelist.net/images/anime/3/75617.jpg,1
66f1a8bb19e27ddfaa828743,98,13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",8.5,509109,https://cdn.myanimelist.net/images/anime/1314/142015.jpg,1
66f1a8bb19e27ddfaa828744,99,22789,Barakamon,"Comedy, Slice of Life",8.5,225927,https://cdn.myanimelist.net/images/anime/1426/111248.jpg,1
